Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Untitled from Supernova,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),2003,Lithograph from a portfolio of nineteen lithographs and one monotype,"composition: 21 11/16 x 30 1/4"" (55.1 x 76.8 cm); sheet: 22 1/16 x 30 1/4"" (56 x 76.8 cm)",General Print Fund,336.2003.18,Print,Drawings & Prints,2003-11-20,Y,89486,https://www.moma.org/collection/works/89486,https://www.moma.org/media/W1siZiIsIjIxNDE5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=10d2d020c17958d9,,,,,55.1,,,76.8,,
Untitled from Supernova,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),2003,Lithograph from a portfolio of nineteen lithographs and one monotype,"composition: 21 1/2 x 30 3/16"" (54.6 x 76.7 cm); sheet: 22 1/8 x 30 3/16"" (56.2 x 76.7 cm)",General Print Fund,336.2003.19,Print,Drawings & Prints,2003-11-20,Y,89487,https://www.moma.org/collection/works/89487,https://www.moma.org/media/W1siZiIsIjIxNDE5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e577be59af3fa209,,,,,54.6,,,76.7,,
Untitled from Supernova,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),2003,Lithograph from a portfolio of nineteen lithographs and one monotype,"composition and sheet: 22 1/16 x 30 3/16"" (56.1 x 76.7 cm)",General Print Fund,336.2003.20,Print,Drawings & Prints,2003-11-20,Y,89488,https://www.moma.org/collection/works/89488,https://www.moma.org/media/W1siZiIsIjEwMTYwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b01cbf373b29dea6,,,,,56.1,,,76.7,,
The Couple,Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(male),1927 (cast late 1929 or early 1930),Bronze,"23 1/2 x 14 1/2 x 7"" (59.7 x 36.8 x 17.8 cm)",Bequest of Sylvia Slifka,21.2004,Sculpture,Painting & Sculpture,2004-03-09,Y,89539,https://www.moma.org/collection/works/89539,https://www.moma.org/media/W1siZiIsIjUzMDUxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=85244d7fab5a5a6d,,,17.78,,59.6901,,,36.8301,,
Doublehead Viewing Horizon,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),(1974),Pencil and ink on paper,"24 x 33 3/4"" (61 x 85.7 cm)",Purchase,168.2004,Drawing,Drawings & Prints,2004-05-11,Y,89770,https://www.moma.org/collection/works/89770,https://www.moma.org/media/W1siZiIsIjUzMDQ1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d31f4fecc21ea606,,,,,60.9601,,,85.7252,,
Porta Oggetti,Franco Annoni,26805,"(Swiss, 1924–1992)",(Swiss),(1924),(1992),(male),1973,ABS plastic,"28 x 15 1/2"" (71.1 x 39.4 cm)",Gift of the manufacturer,78.2009,Design,Architecture & Design,2009-01-14,Y,89798,https://www.moma.org/collection/works/89798,https://www.moma.org/media/W1siZiIsIjE2MTI2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=32ba9bd6874ab3ae,,,,39.3700787402,71.1201422403,,,,,
Selbstbildnis als Wappen,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),1973,Graphite on paper,"25 1/2 x 30 1/4"" (64.8 x 76.8 cm)",Purchase,167.2004,Drawing,Drawings & Prints,2004-05-11,Y,89802,https://www.moma.org/collection/works/89802,https://www.moma.org/media/W1siZiIsIjM3NDc0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=eb3e7c2d1a834f48,,,,,64.7701,,,76.8352,,
Joiner biscuit,Hermann Steiner,26965,"(Swiss, born 1913)",(Swiss),(1913),(0),(),1955,Beech wood,"3 1/2 x 1 1/4"" (8.9 x 3.2 cm)",Gift of the manufacturer,172.2005,Design,Architecture & Design,2005-02-15,Y,90085,https://www.moma.org/collection/works/90085,,,,,,8.89,,,3.175,,
Portfolio cover from 6 Piccadillies,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1969–70, published 1970",Photolithograph,"each composition: 19 1/8 x 27 3/16"" (48.6 x 69 cm); each sheet: 19 5/8 x 27 9/16"" (49 x 70 cm)
cover composition  17 1/2 x 26 5/16"" (44.5 x 66.8 cm)
Portfolio cover/box measures  24 1/8 x 30 5/8 x 3 1/2"" (61.3 x 77.8 x 8.9 cm)",Purchase,213.1990.1,Print,Drawings & Prints,1990-05-02,N,90639,,,,,,,48.6,,,69.0,,
Untitled from 6 Piccadillies,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1969–70, published 1970","Double-sided screenprint-over-offset lithograph from a portfolio of six double-sided screenprint-over-offset lithographs, one with iron filings, mounted on board","composition: 19 1/8 x 27 3/16"" (48.6 x 69 cm); sheet: 19 5/8 x 27 9/16"" (49.9 x 70 cm)
",Purchase,213.1990.2,Print,Drawings & Prints,1990-05-02,Y,90640,https://www.moma.org/collection/works/90640,,,,,,48.6,,,69.0,,
Untitled from 6 Piccadillies,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1969–70, published 1970","Double-sided screenprint-over-offset lithograph from a portfolio of six double-sided screenprint-over-offset lithographs, one with iron filings, mounted on board","composition: 19 1/8 x 27 3/16"" (48.6 x 69 cm); sheet: 19 5/8 x 27 9/16"" (49.9 x 70 cm)",Purchase,213.1990.3,Print,Drawings & Prints,1990-05-02,Y,90641,https://www.moma.org/collection/works/90641,,,,,,48.6,,,69.0,,
Untitled from 6 Piccadillies,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1969–70, published 1970","Double-sided screenprint-over-offset lithograph from a portfolio of six double-sided screenprint-over-offset lithographs, one with iron filings, mounted on board","composition: 19 1/8 x 27 3/16"" (48.6 x 69 cm); sheet: 19 5/8 x 27 9/16"" (49.9 x 70 cm)",Purchase,213.1990.4,Print,Drawings & Prints,1990-05-02,Y,90642,https://www.moma.org/collection/works/90642,,,,,,48.6,,,69.0,,
Untitled from 6 Piccadillies,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1969–70, published 1970","Double-sided screenprint-over-offset lithograph from a portfolio of six double-sided screenprint-over-offset lithographs, one with iron filings, mounted on board","composition: 19 1/8 x 27 3/16"" (48.6 x 69 cm); sheet: 19 5/8 x 27 9/16"" (49.9 x 70 cm)",Purchase,213.1990.5,Print,Drawings & Prints,1990-05-02,Y,90643,https://www.moma.org/collection/works/90643,,,,,,48.6,,,69.0,,
Untitled from 6 Piccadillies,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1969–70, published 1970","Double-sided screenprint-over-offset lithograph from a portfolio of six double-sided screenprint-over-offset lithographs, one with iron filings, mounted on board","composition: 19 1/8 x 27 3/16"" (48.6 x 69 cm); sheet: 19 5/8 x 27 9/16"" (49.9 x 70 cm)",Purchase,213.1990.6,Print,Drawings & Prints,1990-05-02,Y,90644,https://www.moma.org/collection/works/90644,,,,,,48.6,,,69.0,,
Untitled from 6 Piccadillies,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1969–70, published 1970","Double-sided screenprint-over-offset lithograph with iron filings from a portfolio of six double-sided screenprint-over-offset lithographs, one with iron filings, mounted on board","composition: 19 1/8 x 27 3/16"" (48.6 x 69 cm); sheet: 19 5/8 x 27 9/16"" (49.9 x 70 cm)",Purchase,213.1990.7,Print,Drawings & Prints,1990-05-02,Y,90645,https://www.moma.org/collection/works/90645,,,,,,48.6,,,69.0,,
Popular Music 1 (Unterhaltungsmusik 1),Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),1976,"Portfolio of nine etchings (one with drypoint), and two drypoints","sheet (each, orientation varies): 30 3/4 x 22 3/4"" (78.1 x 57.8 cm)","Eugene Mercy, Jr. Fund",47.2004.1-11,Print,Drawings & Prints,2004-03-11,Y,90739,https://www.moma.org/collection/works/90739,https://www.moma.org/media/W1siZiIsIjI0MDg3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=50f9a660ed6402b3,,,,,78.1052,,,57.7851,,
Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",Portfolio of eighteen collotypes,composition (see child records): dimensions vary; sheet (see child records): dimensions vary,Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.1-18,Print,Drawings & Prints,2004-03-11,Y,90740,https://www.moma.org/collection/works/90740,https://www.moma.org/media/W1siZiIsIjIwNjM1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2d2b0d8e1c81f9aa,,,,,49.1,,,69.0,,
22 Doubleheads,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),1974,Portfolio of twenty-two etching and drypoints,"sheet (each approx.): 21 x 15 3/8"" (53.3 x 39.1 cm)",Alexandra Herzan Fund and Virgina Cowles Schroth Fund,49.2004.1-22,Print,Drawings & Prints,2004-03-11,Y,90741,https://www.moma.org/collection/works/90741,https://www.moma.org/media/W1siZiIsIjE5MjY0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7fa0617272df051c,,,,,53.3,,,39.1,,
"Gesammelte Werke, Band 6, Bok 3C, Vorzugsausgabe",Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),1971,Artist's book cover,"9 x 15 3/4 x 1"" (22.9 x 40 x 2.5 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2915.2005,Drawing,Drawings & Prints,2005-05-10,Y,91039,https://www.moma.org/collection/works/91039,https://www.moma.org/media/W1siZiIsIjE2MTk0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d28f97f1adc04b50,,,0.0,,22.8600457201,,,20.3200406401,,
Weighing Bottle and Stopper,Unidentified Designer,6011,,(),(0),(0),(),Before 1934,Glass,"Part: 2 3/4 x 1"" (7 x 2.5 cm)
.1a: 2 x 1"" (5.1 x 2.5 cm)
.1b: 1 1/8 x 7/8"" (2.8 x 2.2 cm)
.2a: 4"" (10.2 cm)
.2b: 1 3/8"" (3.5 cm)",Gift of Eimer & Amend,231.1934.1a-b,Design,Architecture & Design,1934-04-01,Y,91410,https://www.moma.org/collection/works/91410,https://www.moma.org/media/W1siZiIsIjI0NDE5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7cb5ab1db0474d77,,,,2.54,6.985,,,,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition (irreg.): 15 9/16 × 19 1/2"" (39.5 × 49.6 cm); sheet: 19 5/16 × 25 11/16"" (49 × 65.2 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.1,Print,Drawings & Prints,2004-03-11,Y,91899,https://www.moma.org/collection/works/91899,https://www.moma.org/media/W1siZiIsIjIwNjM1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=be71da94f7ea5a51,,,,,39.5,,,49.6,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition: 15 7/16 × 19 1/2"" (39.2 × 49.5 cm); sheet: 19 5/16 × 25 5/8"" (49 × 65.1 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.2,Print,Drawings & Prints,2004-03-11,Y,91900,https://www.moma.org/collection/works/91900,https://www.moma.org/media/W1siZiIsIjIwNjM2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5d9935ee1a5c5654,,,,,39.2,,,49.5,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition (irreg.): 18 11/16 × 23"" (47.4 × 58.4 cm); sheet: 19 7/16 × 26 7/8"" (49.3 × 68.3 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.3,Print,Drawings & Prints,2004-03-11,Y,91901,https://www.moma.org/collection/works/91901,https://www.moma.org/media/W1siZiIsIjIwNjM2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=54c841f8828701a5,,,,,47.4,,,58.4,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition (irreg.): 18 1/8 × 23 1/4"" (46 × 59.1 cm); sheet: 19 5/16 × 27 1/8"" (49.1 × 68.9 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.4,Print,Drawings & Prints,2004-03-11,Y,91902,https://www.moma.org/collection/works/91902,https://www.moma.org/media/W1siZiIsIjIwNjM2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=28a2794e79481873,,,,,46.0,,,59.1,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition (irreg.): 19 1/8 × 22 9/16"" (48.5 × 57.3 cm); sheet: 19 5/16 × 27 3/16"" (49 × 69.1 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.5,Print,Drawings & Prints,2004-03-11,Y,91903,https://www.moma.org/collection/works/91903,https://www.moma.org/media/W1siZiIsIjIwNjM2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2362d5dd97be0f20,,,,,48.5,,,57.3,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition (irreg.): 17 11/16 × 22 13/16"" (45 × 58 cm); sheet: 19 5/16 × 27 1/4"" (49.1 × 69.2 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.6,Print,Drawings & Prints,2004-03-11,Y,91904,https://www.moma.org/collection/works/91904,https://www.moma.org/media/W1siZiIsIjIwNjM2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=03c10b3ba5a89e21,,,,,45.0,,,58.0,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition (irreg.): 16 1/4 × 19 5/8"" (41.2 × 49.9 cm); sheet: 19 5/16 × 25 5/8"" (49.1 × 65.1 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.7,Print,Drawings & Prints,2004-03-11,Y,91905,https://www.moma.org/collection/works/91905,https://www.moma.org/media/W1siZiIsIjIwNjM2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2d1953966db30739,,,,,41.2,,,49.9,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition (irreg.): 18 1/4 × 21 7/16"" (46.4 × 54.5 cm); sheet: 19 5/16 × 27 5/16"" (49.1 × 69.3 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.8,Print,Drawings & Prints,2004-03-11,Y,91906,https://www.moma.org/collection/works/91906,https://www.moma.org/media/W1siZiIsIjIwNjM2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dcdf4077f13d5750,,,,,46.4,,,54.5,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition (irreg.): 17 15/16 × 21 7/16"" (45.6 × 54.5 cm); sheet: 19 5/16 × 27 1/8"" (49.1 × 68.9 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.9,Print,Drawings & Prints,2004-03-11,Y,91907,https://www.moma.org/collection/works/91907,https://www.moma.org/media/W1siZiIsIjIwNjM2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7ec9049624943793,,,,,45.6,,,54.5,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition (irreg.): 17 11/16 × 22 1/4"" (45 × 56.5 cm); sheet: 19 5/16 × 27 1/8"" (49.1 × 68.9 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.10,Print,Drawings & Prints,2004-03-11,Y,91908,https://www.moma.org/collection/works/91908,https://www.moma.org/media/W1siZiIsIjIwNjM1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6718fb69989b8565,,,,,45.0,,,56.5,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition (irreg.): 17 15/16 × 22 1/4"" (45.5 × 56.5 cm); sheet: 19 5/16 × 27 1/8"" (49.1 × 68.9 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.11,Print,Drawings & Prints,2004-03-11,Y,91909,https://www.moma.org/collection/works/91909,https://www.moma.org/media/W1siZiIsIjIwNTIwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=751d2f3964a73f29,,,,,45.5,,,56.5,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition: 16 1/4 × 19 7/8"" (41.2 × 50.5 cm); sheet: 19 3/8 × 25 5/8"" (49.2 × 65.1 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.12,Print,Drawings & Prints,2004-03-11,Y,91910,https://www.moma.org/collection/works/91910,https://www.moma.org/media/W1siZiIsIjIwNjM1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c49fc73eeb404bf6,,,,,41.2,,,50.5,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition: 16 1/8 × 19 3/4"" (41 × 50.2 cm); sheet: 19 5/16 × 25 7/16"" (49 × 64.6 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.13,Print,Drawings & Prints,2004-03-11,Y,91911,https://www.moma.org/collection/works/91911,https://www.moma.org/media/W1siZiIsIjIwNjM1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fc21dc8a80b3a61c,,,,,41.0,,,50.2,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition (irreg.): 18 1/8 × 22 5/8"" (46.1 × 57.4 cm); sheet: 19 3/8 × 27 1/16"" (49.2 × 68.8 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.14,Print,Drawings & Prints,2004-03-11,Y,91912,https://www.moma.org/collection/works/91912,https://www.moma.org/media/W1siZiIsIjIwNjM1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=57413411de58078b,,,,,46.1,,,57.4,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition (irreg.): 18 3/8 × 22 3/8"" (46.6 × 56.8 cm); sheet: 19 5/16 × 27 1/8"" (49.1 × 68.9 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.15,Print,Drawings & Prints,2004-03-11,Y,91913,https://www.moma.org/collection/works/91913,https://www.moma.org/media/W1siZiIsIjIwNjM1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4ccf2ac2f3ed0fad,,,,,46.6,,,56.8,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition (irreg.): 17 15/16 × 23 7/16"" (45.5 × 59.6 cm); sheet: 19 5/16 × 27 3/16"" (49.1 × 69.1 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.16,Print,Drawings & Prints,2004-03-11,Y,91914,https://www.moma.org/collection/works/91914,https://www.moma.org/media/W1siZiIsIjIwNjM1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=25ec177cccacf302,,,,,45.5,,,59.6,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition (irreg.): 18 1/8 × 21 3/4"" (46 × 55.3 cm); sheet: 19 5/16 × 27 1/8"" (49 × 68.9 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.17,Print,Drawings & Prints,2004-03-11,Y,91915,https://www.moma.org/collection/works/91915,https://www.moma.org/media/W1siZiIsIjIwNjM2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0670131d80e66b92,,,,,46.0,,,55.3,,
Untitled from Surtsey,Dieter Roth,5042,"(Swiss, born Germany. 1930–1998)",(Swiss),(1930),(1998),(male),"1973–74, published 1974",One from a portfolio of eighteen collotypes,"composition (irreg.): 18 5/16 × 24 1/8"" (46.5 × 61.2 cm); sheet: 19 5/16 × 25 9/16"" (49 × 65 cm)",Linda Barth Goldstein Fund and Anna Marie and Robert F. Shapiro Fund,48.2004.18,Print,Drawings & Prints,2004-03-11,Y,91916,https://www.moma.org/collection/works/91916,https://www.moma.org/media/W1siZiIsIjIwNjM2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f332f988d58f7786,,,,,46.5,,,61.2,,
Untitled from Gog,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1996,One from a portfolio of thirteen screenprints,"composition and sheet: 19 11/16 x 19 11/16"" (50 x 50cm)",Gift of the Junior Associates of The Museum of Modern Art,519.1997.1,Print,Drawings & Prints,1997-11-11,Y,93049,https://www.moma.org/collection/works/93049,https://www.moma.org/media/W1siZiIsIjM0MDYxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=34aae9a509ec1c2f,,,,,50.0,,,50.0,,
Untitled from Gog,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1996,One from a portfolio of thirteen screenprints,"composition and sheet: 19 11/16 x 19 11/16"" (50 x 50cm)",Gift of the Junior Associates of The Museum of Modern Art,519.1997.2,Print,Drawings & Prints,1997-11-11,Y,93050,https://www.moma.org/collection/works/93050,https://www.moma.org/media/W1siZiIsIjM0MDYxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=702882eeefc1b993,,,,,50.0,,,50.0,,
Untitled from Gog,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1996,One from a portfolio of thirteen screenprints,"composition and sheet: 19 11/16 x 19 11/16"" (50 x 50cm)",Gift of the Junior Associates of The Museum of Modern Art,519.1997.3,Print,Drawings & Prints,1997-11-11,Y,93051,https://www.moma.org/collection/works/93051,https://www.moma.org/media/W1siZiIsIjM0MDYyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6ff9925dc6b48020,,,,,50.0,,,50.0,,
Untitled from Gog,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1996,One from a portfolio of thirteen screenprints,"composition and sheet: 19 11/16 x 19 11/16"" (50 x 50cm)",Gift of the Junior Associates of The Museum of Modern Art,519.1997.4,Print,Drawings & Prints,1997-11-11,Y,93052,https://www.moma.org/collection/works/93052,https://www.moma.org/media/W1siZiIsIjM0MDYyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=61c2935acffa6fec,,,,,50.0,,,50.0,,
Untitled from Gog,John Armleder,6621,"(Swiss, born 1948)",(Swiss),(1948),(0),(male),1996,One from a portfolio of thirteen screenprints,"composition and sheet: 19 11/16 x 19 11/16"" (50 x 50cm)",Gift of the Junior Associates of The Museum of Modern Art,519.1997.5,Print,Drawings & Prints,1997-11-11,Y,93053,https://www.moma.org/collection/works/93053,https://www.moma.org/media/W1siZiIsIjM0MDYyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=25d7aac6f6b8c461,,,,,50.0,,,50.0,,
